TIERS_FACTURABLE;TIERS_ASSOCIE;CODE_TRANSMISSION;REGROUPEMENT
MGEN ANNONAY (RO 91071);MUTUELLE SORUAL (RC 67100149);;
MGEN ANNONAY (RO 91071);AME PARTIELLE (RC 75500017);;
MGEN ARDECHE (RO 91072);CMU SORTANT (RC 55555551);;0
MGEN ARDECHE (RO 91072);AME PARTIELLE (RC 75500017);;
MGEN ARDECHE (RO 91072);ACS CONTRAT A - BASE (RC 11111119);M;91
MGEN ARDECHE (RO 91072);MGEN RC VITALE (RC 27000000);;
MGEN ARDECHE (RO 91072);MGEN RC (RC 75044075);;
MGEN ARDECHE (RO 91072);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
MGEN ARDECHE (RO 91072);CMU AUTRES (RC 88888888);M;89
MGEN ARDECHE (RO 91072);MGEN RC VITALE (RC 27001002);;
MGEN ARDECHE (RO 91072);MGEN RC VITALE (RC 27001001);;
MGEN ARDECHE (RO 91072);MGEN INTERNATIONALE (RC 27777777);;
MGEN ARDECHE (RO 91072);MGEN SANTE PREVOYANCE (RC 27200000);;
MGEN ARDECHE (RO 91072);CMU CPAM (RC 99999997);M;89
MGEN ARDECHE (RO 91072);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
MGEN ARDECHE (RO 91072);MUTUELLE SORUAL (RC 67100149);;
MGEN ARDECHE (RO 91072);MGEN ACCES SANTE (RC 27011000);;
MGEN ARDENNES (RO 91081);MGEN RC (RC 75044075);;
MGEN ARDENNES (RO 91081);MGEN SANTE PREVOYANCE (RC 27200000);;
MGEN ARDENNES (RO 91081);MUTUELLE SORUAL (RC 67100149);;
MGEN ARDENNES (RO 91081);MGEN RC VITALE (RC 27001002);;
MGEN ARDENNES (RO 91081);MGEN RC VITALE (RC 27001001);;
MGEN ARDENNES (RO 91081);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
MGEN ARDENNES (RO 91081);MGEN ACCES SANTE (RC 27011000);;
MGEN ARDENNES (RO 91081);CMU AUTRES (RC 88888888);M;89
MGEN ARDENNES (RO 91081);MGEN INTERNATIONALE (RC 27777777);;
MGEN ARDENNES (RO 91081);AME PARTIELLE (RC 75500017);;
MGEN ARDENNES (RO 91081);CMU CPAM (RC 99999997);M;89
MGEN ARDENNES (RO 91081);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
MGEN ARDENNES (RO 91081);MGEN RC VITALE (RC 27000000);;
MGEN ARDENNES (RO 91081);CMU SORTANT (RC 55555551);;0
MGEN ARDENNES (RO 91081);ACS CONTRAT A - BASE (RC 11111119);M;91
MGEN ARIEGE (RO 91091);CMU CPAM (RC 99999997);M;89
MGEN ARIEGE (RO 91091);MGEN RC VITALE (RC 27001002);;
MGEN ARIEGE (RO 91091);AME PARTIELLE (RC 75500017);;
MGEN ARIEGE (RO 91091);CMU AUTRES (RC 88888888);M;89
MGEN ARIEGE (RO 91091);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
MGEN ARIEGE (RO 91091);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
MGEN ARIEGE (RO 91091);MGEN ACCES SANTE (RC 27011000);;
MGEN ARIEGE (RO 91091);MGEN RC (RC 75044075);;
MGEN ARIEGE (RO 91091);CMU SORTANT (RC 55555551);;0
MGEN ARIEGE (RO 91091);MGEN RC VITALE (RC 27000000);;
MGEN ARIEGE (RO 91091);ACS CONTRAT A - BASE (RC 11111119);M;91
MGEN ARIEGE (RO 91091);MGEN SANTE PREVOYANCE (RC 27200000);;
MGEN ARIEGE (RO 91091);MGEN RC VITALE (RC 27001001);;
MGEN ARIEGE (RO 91091);MUTUELLE SORUAL (RC 67100149);;
MGEN ARIEGE (RO 91091);MGEN INTERNATIONALE (RC 27777777);;
MGEN ARMENTIERES (RO 91591);MGEN RC VITALE (RC 27001001);;
MGEN ARMENTIERES (RO 91591);ACS CONTRAT A - BASE (RC 11111119);M;91
MGEN ARMENTIERES (RO 91591);MGEN RC VITALE (RC 27001002);;
MGEN ARMENTIERES (RO 91591);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
MGEN ARMENTIERES (RO 91591);MGEN RC VITALE (RC 27000000);;
MGEN ARMENTIERES (RO 91591);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
MGEN ARMENTIERES (RO 91591);MGEN INTERNATIONALE (RC 27777777);;
MGEN ARMENTIERES (RO 91591);MGEN RC (RC 75044075);;
MGEN ARMENTIERES (RO 91591);AME PARTIELLE (RC 75500017);;
MGEN ARMENTIERES (RO 91591);CMU SORTANT (RC 55555551);;0
MGEN ARMENTIERES (RO 91591);MGEN ACCES SANTE (RC 27011000);;
MGEN ARMENTIERES (RO 91591);MUTUELLE SORUAL (RC 67100149);;
MGEN ARMENTIERES (RO 91591);MGEN SANTE PREVOYANCE (RC 27200000);;
MGEN ARMENTIERES (RO 91591);CMU CPAM (RC 99999997);M;89
MGEN ARMENTIERES (RO 91591);CMU AUTRES (RC 88888888);M;89
MGEN ARRAS (RO 91621);MGEN SANTE PREVOYANCE (RC 27200000);;
MGEN ARRAS (RO 91621);MGEN INTERNATIONALE (RC 27777777);;
MGEN ARRAS (RO 91621);ACS CONTRAT A - BASE (RC 11111119);M;91
MGEN ARRAS (RO 91621);AME PARTIELLE (RC 75500017);;
MGEN ARRAS (RO 91621);CMU SORTANT (RC 55555551);;0
MGEN ARRAS (RO 91621);MGEN RC VITALE (RC 27001002);;
MGEN ARRAS (RO 91621);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
MGEN ARRAS (RO 91621);MGEN RC VITALE (RC 27000000);;
MGEN ARRAS (RO 91621);MUTUELLE SORUAL (RC 67100149);;
MGEN ARRAS (RO 91621);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
MGEN ARRAS (RO 91621);CMU CPAM (RC 99999997);M;89
MGEN ARRAS (RO 91621);MGEN RC (RC 75044075);;
MGEN ARRAS (RO 91621);CMU AUTRES (RC 88888888);M;89
MGEN ARRAS (RO 91621);MGEN ACCES SANTE (RC 27011000);;
MGEN ARRAS (RO 91621);MGEN RC VITALE (RC 27001001);;
MGEN AUBE (RO 91101);MGEN ACCES SANTE (RC 27011000);;
MGEN AUBE (RO 91101);MGEN RC VITALE (RC 27000000);;
MGEN AUBE (RO 91101);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
MGEN AUBE (RO 91101);MUTUELLE SORUAL (RC 67100149);;
MGEN AUBE (RO 91101);CMU CPAM (RC 99999997);M;89
MGEN AUBE (RO 91101);AME PARTIELLE (RC 75500017);;
MGEN AUBE (RO 91101);MGEN SANTE PREVOYANCE (RC 27200000);;
MGEN AUBE (RO 91101);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
MGEN AUBE (RO 91101);ACS CONTRAT A - BASE (RC 11111119);M;91
MGEN AUBE (RO 91101);MGEN INTERNATIONALE (RC 27777777);;
MGEN AUBE (RO 91101);MGEN RC (RC 75044075);;
MGEN AUBE (RO 91101);MGEN RC VITALE (RC 27001001);;
MGEN AUBE (RO 91101);CMU SORTANT (RC 55555551);;0
MGEN AUBE (RO 91101);MGEN RC VITALE (RC 27001002);;
MGEN AUBE (RO 91101);CMU AUTRES (RC 88888888);M;89
MGEN AUDE (RO 91111);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
MGEN AUDE (RO 91111);CMU CPAM (RC 99999997);M;89
MGEN AUDE (RO 91111);MGEN SANTE PREVOYANCE (RC 27200000);;
MGEN AUDE (RO 91111);MUTUELLE SORUAL (RC 67100149);;
MGEN AUDE (RO 91111);MGEN INTERNATIONALE (RC 27777777);;
MGEN AUDE (RO 91111);MGEN RC VITALE (RC 27001001);;
MGEN AUDE (RO 91111);MGEN RC VITALE (RC 27001002);;
MGEN AUDE (RO 91111);CMU AUTRES (RC 88888888);M;89
MGEN AUDE (RO 91111);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
MGEN AUDE (RO 91111);MGEN RC (RC 75044075);;
MGEN AUDE (RO 91111);MGEN RC VITALE (RC 27000000);;
MGEN AUDE (RO 91111);ACS CONTRAT A - BASE (RC 11111119);M;91
MGEN AUDE (RO 91111);AME PARTIELLE (RC 75500017);;
MGEN AUDE (RO 91111);MGEN ACCES SANTE (RC 27011000);;
MGEN AUDE (RO 91111);CMU SORTANT (RC 55555551);;0
MGEN AVEYRON (RO 91121);CMU SORTANT (RC 55555551);;0
MGEN AVEYRON (RO 91121);MGEN ACCES SANTE (RC 27011000);;
MGEN AVEYRON (RO 91121);ACS CONTRAT A - BASE (RC 11111119);M;91
MGEN AVEYRON (RO 91121);MGEN RC VITALE (RC 27000000);;
MGEN AVEYRON (RO 91121);MGEN RC (RC 75044075);;
MGEN AVEYRON (RO 91121);AME PARTIELLE (RC 75500017);;
MGEN AVEYRON (RO 91121);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
MGEN AVEYRON (RO 91121);CMU AUTRES (RC 88888888);M;89
MGEN AVEYRON (RO 91121);MGEN RC VITALE (RC 27001002);;
MGEN AVEYRON (RO 91121);MGEN RC VITALE (RC 27001001);;
MGEN AVEYRON (RO 91121);MUTUELLE SORUAL (RC 67100149);;
MGEN AVEYRON (RO 91121);MGEN SANTE PREVOYANCE (RC 27200000);;
MGEN AVEYRON (RO 91121);CMU CPAM (RC 99999997);M;89
MGEN AVEYRON (RO 91121);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
MGEN AVEYRON (RO 91121);MGEN INTERNATIONALE (RC 27777777);;
MGEN BAS RHIN (RO 91673);CMU AUTRES (RC 88888888);M;89
MGEN BAS RHIN (RO 91673);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
MGEN BAS RHIN (RO 91673);MGEN SANTE PREVOYANCE (RC 27200000);;
MGEN BAS RHIN (RO 91673);MGEN RC VITALE (RC 27000000);;
MGEN BAS RHIN (RO 91673);ACS CONTRAT A - BASE (RC 11111119);M;91
MGEN BAS RHIN (RO 91673);AME PARTIELLE (RC 75500017);;
MGEN BAS RHIN (RO 91673);MGEN RC VITALE (RC 27001001);;
MGEN BAS RHIN (RO 91673);CMU SORTANT (RC 55555551);;0
MGEN BAS RHIN (RO 91673);MGEN ACCES SANTE (RC 27011000);;
MGEN BAS RHIN (RO 91673);MGEN RC VITALE (RC 27001002);;
MGEN BAS RHIN (RO 91673);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
MGEN BAS RHIN (RO 91673);MUTUELLE SORUAL (RC 67100149);;
MGEN BAS RHIN (RO 91673);CMU CPAM (RC 99999997);M;89
MGEN BAS RHIN (RO 91673);MGEN RC (RC 75044075);;
MGEN BAS RHIN (RO 91673);MGEN INTERNATIONALE (RC 27777777);;
MGEN BEZIERS (RO 91341);AME PARTIELLE (RC 75500017);;
MGEN BEZIERS (RO 91341);CMU AUTRES (RC 88888888);M;89
MGEN BEZIERS (RO 91341);MGEN RC VITALE (RC 27001002);;
MGEN BEZIERS (RO 91341);CMU CPAM (RC 99999997);M;89
MGEN BEZIERS (RO 91341);MGEN RC VITALE (RC 27001001);;
MGEN BEZIERS (RO 91341);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
MGEN BEZIERS (RO 91341);MGEN SANTE PREVOYANCE (RC 27200000);;
MGEN BEZIERS (RO 91341);CMU SORTANT (RC 55555551);;0
MGEN BEZIERS (RO 91341);MGEN RC VITALE (RC 27000000);;
MGEN BEZIERS (RO 91341);MUTUELLE SORUAL (RC 67100149);;
MGEN BEZIERS (RO 91341);MGEN ACCES SANTE (RC 27011000);;
MGEN BEZIERS (RO 91341);MGEN RC (RC 75044075);;
MGEN BEZIERS (RO 91341);ACS CONTRAT A - BASE (RC 11111119);M;91
MGEN BEZIERS (RO 91341);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
MGEN BEZIERS (RO 91341);MGEN INTERNATIONALE (RC 27777777);;
MGEN BOUCHES DU RHONE (RO 91131);CMU SORTANT (RC 55555551);;0
MGEN BOUCHES DU RHONE (RO 91131);MGEN RC (RC 75044075);;
MGEN BOUCHES DU RHONE (RO 91131);ACS CONTRAT A - BASE (RC 11111119);M;91
MGEN BOUCHES DU RHONE (RO 91131);MUTUELLE SORUAL (RC 67100149);;
MGEN BOUCHES DU RHONE (RO 91131);MGEN SANTE PREVOYANCE (RC 27200000);;
MGEN BOUCHES DU RHONE (RO 91131);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
MGEN BOUCHES DU RHONE (RO 91131);MGEN ACCES SANTE (RC 27011000);;
MGEN BOUCHES DU RHONE (RO 91131);MGEN RC VITALE (RC 27000000);;
MGEN BOUCHES DU RHONE (RO 91131);CMU CPAM (RC 99999997);M;89
MGEN BOUCHES DU RHONE (RO 91131);MGEN RC VITALE (RC 27001001);;
MGEN BOUCHES DU RHONE (RO 91131);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
MGEN BOUCHES DU RHONE (RO 91131);AME PARTIELLE (RC 75500017);;
MGEN BOUCHES DU RHONE (RO 91131);MGEN RC VITALE (RC 27001002);;
MGEN BOUCHES DU RHONE (RO 91131);CMU AUTRES (RC 88888888);M;89
MGEN BOUCHES DU RHONE (RO 91131);MGEN INTERNATIONALE (RC 27777777);;
MGEN BOULOGNE SUR MER (RO 91622);CMU AUTRES (RC 88888888);M;89
MGEN BOULOGNE SUR MER (RO 91622);MGEN RC (RC 75044075);;
MGEN BOULOGNE SUR MER (RO 91622);CMU CPAM (RC 99999997);M;89
MGEN BOULOGNE SUR MER (RO 91622);MGEN SANTE PREVOYANCE (RC 27200000);;
MGEN BOULOGNE SUR MER (RO 91622);MGEN ACCES SANTE (RC 27011000);;
MGEN BOULOGNE SUR MER (RO 91622);MUTUELLE SORUAL (RC 67100149);;
MGEN BOULOGNE SUR MER (RO 91622);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
MGEN BOULOGNE SUR MER (RO 91622);MGEN RC VITALE (RC 27001002);;
MGEN BOULOGNE SUR MER (RO 91622);CMU SORTANT (RC 55555551);;0
MGEN BOULOGNE SUR MER (RO 91622);ACS CONTRAT A - BASE (RC 11111119);M;91
MGEN BOULOGNE SUR MER (RO 91622);MGEN RC VITALE (RC 27001001);;
MGEN BOULOGNE SUR MER (RO 91622);MGEN INTERNATIONALE (RC 27777777);;
MGEN BOULOGNE SUR MER (RO 91622);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
MGEN BOULOGNE SUR MER (RO 91622);MGEN RC VITALE (RC 27000000);;
MGEN BOULOGNE SUR MER (RO 91622);AME PARTIELLE (RC 75500017);;
MGEN CALVADOS (RO 91141);CMU SORTANT (RC 55555551);;0
MGEN CALVADOS (RO 91141);MGEN ACCES SANTE (RC 27011000);;
MGEN CALVADOS (RO 91141);MGEN RC VITALE (RC 27000000);;
MGEN CALVADOS (RO 91141);AME PARTIELLE (RC 75500017);;
MGEN CALVADOS (RO 91141);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
MGEN CALVADOS (RO 91141);MGEN RC (RC 75044075);;
MGEN CALVADOS (RO 91141);CMU AUTRES (RC 88888888);M;89
MGEN CALVADOS (RO 91141);MGEN RC VITALE (RC 27001002);;
MGEN CALVADOS (RO 91141);MGEN RC VITALE (RC 27001001);;
MGEN CALVADOS (RO 91141);MGEN INTERNATIONALE (RC 27777777);;
MGEN CALVADOS (RO 91141);CMU CPAM (RC 99999997);M;89
MGEN CALVADOS (RO 91141);MUTUELLE SORUAL (RC 67100149);;
MGEN CALVADOS (RO 91141);MGEN SANTE PREVOYANCE (RC 27200000);;
MGEN CALVADOS (RO 91141);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
MGEN CALVADOS (RO 91141);ACS CONTRAT A - BASE (RC 11111119);M;91
MGEN CAMBRAI (RO 91592);MGEN RC VITALE (RC 27000000);;
MGEN CAMBRAI (RO 91592);AME PARTIELLE (RC 75500017);;
MGEN CAMBRAI (RO 91592);MGEN RC (RC 75044075);;
MGEN CAMBRAI (RO 91592);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
MGEN CAMBRAI (RO 91592);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
MGEN CAMBRAI (RO 91592);MGEN RC VITALE (RC 27001002);;
MGEN CAMBRAI (RO 91592);CMU SORTANT (RC 55555551);;0
MGEN CAMBRAI (RO 91592);ACS CONTRAT A - BASE (RC 11111119);M;91
MGEN CAMBRAI (RO 91592);MGEN RC VITALE (RC 27001001);;
MGEN CAMBRAI (RO 91592);MGEN INTERNATIONALE (RC 27777777);;
MGEN CAMBRAI (RO 91592);CMU AUTRES (RC 88888888);M;89
MGEN CAMBRAI (RO 91592);CMU CPAM (RC 99999997);M;89
MGEN CAMBRAI (RO 91592);MGEN SANTE PREVOYANCE (RC 27200000);;
MGEN CAMBRAI (RO 91592);MGEN ACCES SANTE (RC 27011000);;
MGEN CAMBRAI (RO 91592);MUTUELLE SORUAL (RC 67100149);;
MGEN CANTAL (RO 91151);CMU SORTANT (RC 55555551);;0
MGEN CANTAL (RO 91151);MGEN ACCES SANTE (RC 27011000);;
MGEN CANTAL (RO 91151);ACS CONTRAT A - BASE (RC 11111119);M;91
MGEN CANTAL (RO 91151);MGEN RC VITALE (RC 27000000);;
MGEN CANTAL (RO 91151);AME PARTIELLE (RC 75500017);;
MGEN CANTAL (RO 91151);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
MGEN CANTAL (RO 91151);MGEN RC (RC 75044075);;
MGEN CANTAL (RO 91151);CMU AUTRES (RC 88888888);M;89
MGEN CANTAL (RO 91151);MGEN RC VITALE (RC 27001002);;
MGEN CANTAL (RO 91151);MGEN RC VITALE (RC 27001001);;
MGEN CANTAL (RO 91151);CMU CPAM (RC 99999997);M;89
MGEN CANTAL (RO 91151);MUTUELLE SORUAL (RC 67100149);;
MGEN CANTAL (RO 91151);MGEN SANTE PREVOYANCE (RC 27200000);;
MGEN CANTAL (RO 91151);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
MGEN CANTAL (RO 91151);MGEN INTERNATIONALE (RC 27777777);;
MGEN CHARENTE (RO 91161);CMU SORTANT (RC 55555551);;0
MGEN CHARENTE (RO 91161);MGEN ACCES SANTE (RC 27011000);;
MGEN CHARENTE (RO 91161);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
MGEN CHARENTE (RO 91161);MGEN SANTE PREVOYANCE (RC 27200000);;
MGEN CHARENTE (RO 91161);MUTUELLE SORUAL (RC 67100149);;
MGEN CHARENTE (RO 91161);CMU CPAM (RC 99999997);M;89
MGEN CHARENTE (RO 91161);MGEN RC VITALE (RC 27001001);;
MGEN CHARENTE (RO 91161);MGEN RC VITALE (RC 27001002);;
MGEN CHARENTE (RO 91161);CMU AUTRES (RC 88888888);M;89
MGEN CHARENTE (RO 91161);MGEN RC (RC 75044075);;
MGEN CHARENTE (RO 91161);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
MGEN CHARENTE (RO 91161);AME PARTIELLE (RC 75500017);;
MGEN CHARENTE (RO 91161);MGEN RC VITALE (RC 27000000);;
MGEN CHARENTE (RO 91161);ACS CONTRAT A - BASE (RC 11111119);M;91
MGEN CHARENTE (RO 91161);MGEN INTERNATIONALE (RC 27777777);;
MGEN CHARENTE MARITIME (RO 91171);AME PARTIELLE (RC 75500017);;
MGEN CHARENTE MARITIME (RO 91171);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
MGEN CHARENTE MARITIME (RO 91171);CMU CPAM (RC 99999997);M;89
MGEN CHARENTE MARITIME (RO 91171);MGEN RC VITALE (RC 27000000);;
MGEN CHARENTE MARITIME (RO 91171);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
MGEN CHARENTE MARITIME (RO 91171);MGEN RC VITALE (RC 27001002);;
MGEN CHARENTE MARITIME (RO 91171);MGEN ACCES SANTE (RC 27011000);;
MGEN CHARENTE MARITIME (RO 91171);MGEN RC (RC 75044075);;
MGEN CHARENTE MARITIME (RO 91171);CMU SORTANT (RC 55555551);;0
MGEN CHARENTE MARITIME (RO 91171);ACS CONTRAT A - BASE (RC 11111119);M;91
MGEN CHARENTE MARITIME (RO 91171);MUTUELLE SORUAL (RC 67100149);;
MGEN CHARENTE MARITIME (RO 91171);CMU AUTRES (RC 88888888);M;89
MGEN CHARENTE MARITIME (RO 91171);MGEN INTERNATIONALE (RC 27777777);;
MGEN CHARENTE MARITIME (RO 91171);MGEN SANTE PREVOYANCE (RC 27200000);;
MGEN CHARENTE MARITIME (RO 91171);MGEN RC VITALE (RC 27001001);;
MGEN CHER (RO 91181);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
MGEN CHER (RO 91181);MGEN RC VITALE (RC 27001002);;
MGEN CHER (RO 91181);CMU AUTRES (RC 88888888);M;89
MGEN CHER (RO 91181);MGEN ACCES SANTE (RC 27011000);;
MGEN CHER (RO 91181);MGEN RC (RC 75044075);;
MGEN CHER (RO 91181);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
MGEN CHER (RO 91181);AME PARTIELLE (RC 75500017);;
MGEN CHER (RO 91181);CMU SORTANT (RC 55555551);;0
MGEN CHER (RO 91181);MGEN INTERNATIONALE (RC 27777777);;
MGEN CHER (RO 91181);MUTUELLE SORUAL (RC 67100149);;
MGEN CHER (RO 91181);ACS CONTRAT A - BASE (RC 11111119);M;91
MGEN CHER (RO 91181);MGEN RC VITALE (RC 27000000);;
MGEN CHER (RO 91181);MGEN SANTE PREVOYANCE (RC 27200000);;
MGEN CHER (RO 91181);CMU CPAM (RC 99999997);M;89
MGEN CHER (RO 91181);MGEN RC VITALE (RC 27001001);;
MGEN CHOLET (RO 91492);AME PARTIELLE (RC 75500017);;
MGEN CHOLET (RO 91492);ACS CONTRAT A - BASE (RC 11111119);M;91
MGEN CHOLET (RO 91492);MGEN SANTE PREVOYANCE (RC 27200000);;
MGEN CHOLET (RO 91492);MGEN RC VITALE (RC 27001002);;
MGEN CHOLET (RO 91492);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
MGEN CHOLET (RO 91492);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
MGEN CHOLET (RO 91492);MUTUELLE SORUAL (RC 67100149);;
MGEN CHOLET (RO 91492);CMU CPAM (RC 99999997);M;89
MGEN CHOLET (RO 91492);CMU AUTRES (RC 88888888);M;89
MGEN CHOLET (RO 91492);CMU SORTANT (RC 55555551);;0
MGEN CHOLET (RO 91492);MGEN ACCES SANTE (RC 27011000);;
MGEN CHOLET (RO 91492);MGEN INTERNATIONALE (RC 27777777);;
MGEN CHOLET (RO 91492);MGEN RC VITALE (RC 27001001);;
MGEN CHOLET (RO 91492);MGEN RC VITALE (RC 27000000);;
MGEN CHOLET (RO 91492);MGEN RC (RC 75044075);;
MGEN COLMAR (RO 91681);CMU CPAM (RC 99999997);M;89
MGEN COLMAR (RO 91681);MUTUELLE SORUAL (RC 67100149);;
MGEN COLMAR (RO 91681);MGEN INTERNATIONALE (RC 27777777);;
MGEN COLMAR (RO 91681);CMU AUTRES (RC 88888888);M;89
MGEN COLMAR (RO 91681);MGEN SANTE PREVOYANCE (RC 27200000);;
MGEN COLMAR (RO 91681);AME PARTIELLE (RC 75500017);;
MGEN COLMAR (RO 91681);ACS CONTRAT A - BASE (RC 11111119);M;91
MGEN COLMAR (RO 91681);MGEN RC VITALE (RC 27001001);;
MGEN COLMAR (RO 91681);CMU SORTANT (RC 55555551);;0
MGEN COLMAR (RO 91681);MGEN ACCES SANTE (RC 27011000);;
MGEN COLMAR (RO 91681);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
MGEN COLMAR (RO 91681);MGEN RC VITALE (RC 27000000);;
MGEN COLMAR (RO 91681);MGEN RC VITALE (RC 27001002);;
MGEN COLMAR (RO 91681);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
MGEN COLMAR (RO 91681);MGEN RC (RC 75044075);;
MGEN CORREZE (RO 91191);CMU CPAM (RC 99999997);M;89
MGEN CORREZE (RO 91191);MGEN RC VITALE (RC 27001001);;
MGEN CORREZE (RO 91191);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
MGEN CORREZE (RO 91191);MGEN RC VITALE (RC 27001002);;
MGEN CORREZE (RO 91191);CMU AUTRES (RC 88888888);M;89
MGEN CORREZE (RO 91191);MGEN RC (RC 75044075);;
MGEN CORREZE (RO 91191);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
MGEN CORREZE (RO 91191);AME PARTIELLE (RC 75500017);;
MGEN CORREZE (RO 91191);MGEN RC VITALE (RC 27000000);;
MGEN CORREZE (RO 91191);ACS CONTRAT A - BASE (RC 11111119);M;91
MGEN CORREZE (RO 91191);MGEN INTERNATIONALE (RC 27777777);;
MGEN CORREZE (RO 91191);CMU SORTANT (RC 55555551);;0
MGEN CORREZE (RO 91191);MUTUELLE SORUAL (RC 67100149);;
MGEN CORREZE (RO 91191);MGEN SANTE PREVOYANCE (RC 27200000);;
MGEN CORREZE (RO 91191);MGEN ACCES SANTE (RC 27011000);;
MGEN CORSE DU SUD (RO 91201);MUTUELLE SORUAL (RC 67100149);;
MGEN CORSE DU SUD (RO 91201);MGEN SANTE PREVOYANCE (RC 27200000);;
MGEN CORSE DU SUD (RO 91201);MGEN ACCES SANTE (RC 27011000);;
MGEN CORSE DU SUD (RO 91201);AME PARTIELLE (RC 75500017);;
MGEN CORSE DU SUD (RO 91201);CMU SORTANT (RC 55555551);;0
MGEN CORSE DU SUD (RO 91201);MGEN INTERNATIONALE (RC 27777777);;
MGEN CORSE DU SUD (RO 91201);ACS CONTRAT A - BASE (RC 11111119);M;91
MGEN CORSE DU SUD (RO 91201);MGEN RC VITALE (RC 27000000);;
MGEN CORSE DU SUD (RO 91201);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
MGEN CORSE DU SUD (RO 91201);MGEN RC (RC 75044075);;
MGEN CORSE DU SUD (RO 91201);CMU AUTRES (RC 88888888);M;89
MGEN CORSE DU SUD (RO 91201);MGEN RC VITALE (RC 27001002);;
MGEN CORSE DU SUD (RO 91201);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
MGEN CORSE DU SUD (RO 91201);MGEN RC VITALE (RC 27001001);;
MGEN CORSE DU SUD (RO 91201);CMU CPAM (RC 99999997);M;89
MGEN COTE D OR (RO 91211);CMU CPAM (RC 99999997);M;89
MGEN COTE D OR (RO 91211);MGEN INTERNATIONALE (RC 27777777);;
MGEN COTE D OR (RO 91211);CMU SORTANT (RC 55555551);;0
MGEN COTE D OR (RO 91211);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
MGEN COTE D OR (RO 91211);MUTUELLE SORUAL (RC 67100149);;
MGEN COTE D OR (RO 91211);MGEN RC VITALE (RC 27001002);;
MGEN COTE D OR (RO 91211);MGEN RC VITALE (RC 27000000);;
MGEN COTE D OR (RO 91211);MGEN RC VITALE (RC 27001001);;
MGEN COTE D OR (RO 91211);AME PARTIELLE (RC 75500017);;
MGEN COTE D OR (RO 91211);MGEN ACCES SANTE (RC 27011000);;
MGEN COTE D OR (RO 91211);ACS CONTRAT A - BASE (RC 11111119);M;91
MGEN COTE D OR (RO 91211);CMU AUTRES (RC 88888888);M;89
MGEN COTE D OR (RO 91211);MGEN SANTE PREVOYANCE (RC 27200000);;
MGEN COTE D OR (RO 91211);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
MGEN COTE D OR (RO 91211);MGEN RC (RC 75044075);;
MGEN COTES D ARMOR (RO 91221);CMU SORTANT (RC 55555551);;0
MGEN COTES D ARMOR (RO 91221);MGEN RC VITALE (RC 27001002);;
MGEN COTES D ARMOR (RO 91221);MGEN RC VITALE (RC 27001001);;
MGEN COTES D ARMOR (RO 91221);MGEN ACCES SANTE (RC 27011000);;
MGEN COTES D ARMOR (RO 91221);CMU AUTRES (RC 88888888);M;89
