ID,ENSEIGNE,ADRESSE,COMPLEMENT,CODE POSTAL,COMMUNE,NATURE DU DEBIT
5941,LE LUCKY,21 grande rue,TABAC,28120,BAILLEAU-LE-PIN,Ordinaire permanent
5942,LE BAR BAZ,12 rue du Gal Leclerc,TABAC,28330,LA-BAZOCHE-GOUET,Ordinaire permanent
5943,BAR DE LA HALLE,5 PL DE LA HALLE,TABAC,28420,BEAUMONT-LES-AUTELS,Ordinaire permanent
5944,CAFƒ DES SPORTS,10 R DE LA REPUBLIQUE,TABAC,28150,BOISVILLE-LA-SAINT-PERE,Ordinaire permanent
5945,LE CAFƒ DE PARIS,3 PL DE LA HALLE,TABAC,28270,BREZOLLES,Ordinaire permanent
5946,TABAC - LOTO - PRESSE,10 R DU CHATEAU,TABAC,28410,Bó,Ordinaire permanent
5947,LE CHERISY,13 R DU GAL DE GAULLE,TABAC,28500,CHERISY,Ordinaire permanent
5948,CIVETTE D'EPERNON,7/9 PLACE ARISTIDE BRIAND,TABAC,28230,EPERNON,Ordinaire permanent
5949,LE LION D'OR,17 rue Laborde,TABAC,28340,LA-FERTE-VIDAME,Ordinaire permanent
5950,LE CHEVAL BLANC,1 R DU 23 AOUT 1944,TABAC,28310,FRESNAY-LEVEQUE,Ordinaire permanent
5951,LE BRAZZA,8 PL DE L EGLISE,TABAC LE BRAZZA,28320,GALLARDON,Ordinaire permanent
5952,LE BAR DE LA VALLƒE,1 PL DE L EGLISE,TABAC,28300,JOUY,Ordinaire permanent
5953,LE CARRƒ D'AS,2 rue de la gare,TABAC,28240,LA-LOUPE,Ordinaire permanent
5954,LE GALLIA,15 AV DU 15 AOUT 44,TABAC,28200,MARBOUE,Ordinaire permanent
5955,BAR DES SPORTS,52 rue de Chartres,TABAC,28630,MORANCEZ,Ordinaire permanent
5956,ALIMENTATION GƒNƒRALE - TABAC,2 R DE L EGLISE,TABAC,28140,ORGERES-EN-BEAUCE,Ordinaire permanent
5957,,8 R DU PARC,TABAC,28150,OUARVILLE,Ordinaire permanent
5958,HALTE EPICERIE,12 PL DU 14 JUILLET,TABAC,28360,PRUNAY-LE-GILLON,Ordinaire permanent
5959,LE ROYAL,25 R DU GAL DE GAULLE,TABAC,28380,SAINT-REMY-SUR-AVRE,Ordinaire permanent
5960,L' EPICERIE,17 R PORTE D ETAMPES,TABAC,28700,SAINVILLE,Ordinaire permanent
5961,MAISON DE LA PRESSE,6 R LOUIS PEURET,TABAC,28250,SENONCHES,Ordinaire permanent
5962,CAFƒ DES SPORTS,5 PL DE VERDUN,TABAC,28630,SOURS,Ordinaire permanent
5963,,18 R DU COMMERCE,TABAC,28480,THIRON-GARDAIS,Ordinaire permanent
5964,L'ETRIER,16 rue du ch‰teau,TABAC,28140,VARIZE,Ordinaire permanent
5965,BAR - TABAC - LOTO,9 R DE LA REPUBLIQUE,TABAC,28150,LES-VILLAGES-VOVEENS,Ordinaire permanent
5966,A L'ƒTOILE,31 R DU HAUT CHEMIN,TABAC,28150,YMONVILLE,Ordinaire permanent
5967,LE RELAIS FLEURI,14 R DU GAL DE GAULLE,TABAC,28240,BELHOMERT-GUEHOUVILLE,Ordinaire permanent
5968,BAR TABAC,3 GRANDE RUE,TABAC,28700,BEVILLE-LE-COMTE,Ordinaire permanent
5969,LE DISQUE BLEU,2 rue de Chartres,TABAC,28800,BONNEVAL,Ordinaire permanent
5970,LE HAVANE,13 R DES CHANGES,TABAC,28160,BROU,Ordinaire permanent
5971,LE RALLYE,43 R DE LA REPUBLIQUE,TABAC,28200,CHATEAUDUN,Ordinaire permanent
5972,BAR DE CHARTRES,60 R JEAN MOULIN,TABAC,28170,CHATEAUNEUF-EN-THYMERAIS,Ordinaire permanent
5973,LE BALTO,3 R NATIONALE,TABAC,28220,CLOYES-SUR-LE-LOIR,Ordinaire permanent
5974,LE CHIQUITO,25 rue Pannard,TABAC,28190,COURVILLE-SUR-EURE,Ordinaire permanent
5975,LE DRAKKAR,2 rue creuse,TABAC,28500,GARNAY,Ordinaire permanent
5976,CAFƒ DE LA PLACE,15 PCE DE L'EGLISE,TABAC,28120,ILLIERS-COMBRAY,Ordinaire permanent
5977,BAR DES SPORTS,8 rue du MarŽchal Foch,TABAC,28310,JANVILLE,Ordinaire permanent
5978,LE MARYLAND,16 AV DE LA PAIX, ,28300,LEVES,Ordinaire permanent
5979,LE LUAT,17 grande rue,TABAC,28500,LURAY,Ordinaire permanent
5980,LE NARVAL,17 rue Collin d'Harleville,TABAC,28130,MAINTENON,Ordinaire permanent
5981,LA MARƒCHALERIE,1 route de Meung,TABAC,28220,LE-MEE,Ordinaire permanent
5982,CHEZ HƒLO,2 R DE MEZIERES MAURSAUCEUX,TABAC,28500,MEZIERES-EN-DROUAIS,Ordinaire permanent
5983,LE CENTRAL,20 R DU GENERAL DE GAULLE,TABAC,28210,NOGENT-LE-ROI,Ordinaire permanent
5984,LA CIVETTE,2 rue de Sully,TABAC,28400,NOGENT-LE-ROTROU,Ordinaire permanent
5985,LE MARIGNY,107 RTE NATIONALE,TABAC,28200,SAINT-DENIS-LES-PONTS,Ordinaire permanent
5986,MAISON DE LA PRESSE,4 R RAYMOND BATAILLE,TABAC,28190,SAINT-GEORGES-SUR-EURE,Ordinaire permanent
5987,AU ST PREST,102 R DE LA REPUBLIQUE,TABAC,28300,SAINT-PREST,Ordinaire permanent
5988,ST ELOI,6 R DE LA REPUBLIQUE,TABAC,28800,SANCHEVILLE,Ordinaire permanent
5989,LE P'THIVARS,23 R NATIONALE,TABAC,28630,THIVARS,Ordinaire permanent
5990,CHEZ SOPHIE ET LUDO,7 R DE CHATEAUDUN,TABAC,28200,THIVILLE,Ordinaire permanent
5991,HOTEL DU BOEUF,93 rue Nationale,TABAC,28390,TOURY,Ordinaire permanent
5992,LE FLORANTINE,43 rue Charles Waddington,TABAC,28500,VERT-EN-DROUAIS,Ordinaire permanent
5993,BAR DES 3 MOULINS DE VILLEMEUX,55 grande rue,TABAC,28210,VILLEMEUX-SUR-EURE,Ordinaire permanent
5994,MAG PRESSE,9 PL DE LA LIBERTE,TABAC,28200,CHATEAUDUN,Ordinaire permanent
5995,LE CHIQUITO,25 R DU MAL LECLERC,TABAC,28110,LUCE,Ordinaire permanent
5996,TABAC,Pce du 8 mai 1945,TABAC,28100,DREUX,Ordinaire permanent
5997,,22 AV DES ACACIAS,TABAC,28300,MAINVILLIERS,Ordinaire permanent
5998,BAR DES SPORTS,120 rue de la rŽpublique,TABAC,28110,LUCE,Ordinaire permanent
5999,LE BOSTON,64 AV DU GAL LECLERC,TABAC,28100,DREUX,Ordinaire permanent
6000,TABAC PRESSE,CTE CIAL VIEUX PUITS,TABAC,28110,LUCE,Ordinaire permanent
6001,LE COMTEVILLE,10 pce des Oriels Les Chamards,TABAC,28100,DREUX,Ordinaire permanent
6002,TABAC PRESSE DES VAUVETTES,13 R CLAUDE DEBUSSY,TABAC LES VAUVETTES,28500,VERNOUILLET,Ordinaire permanent
6003,LE TRIANGLE,2 PL DU MARCHE,TABAC,28300,MAINVILLIERS,Ordinaire permanent
6004,TABAC DU MAIL,22 MAIL JEAN DE DUNOIS,TABAC,28000,CHARTRES,Ordinaire permanent
6005,TABAC DU MURGER,2 R JEAN MICHEL HERAULT,TABAC CC DU MURGER,28100,DREUX,Ordinaire permanent
6006,MAGPRESSE,RD 26 lieudit le salut notre dame,TABAC,28210,NOGENT-LE-ROI,Ordinaire permanent
6007,TABAC LOTO PMU,CENTRE CIAL GEANT,TABAC,28110,LUCE,Ordinaire permanent
6008,LE PAPYRUS,2 AV MARC CHAPPEY,TABAC CC DES CORVEES,28500,VERNOUILLET,Ordinaire permanent
6009,TABAC PRESSE DES BATES,11 pce d'Italie,LES BATES TABAC,28100,DREUX,Ordinaire permanent
6010,TABAC,17 R DE LA BARONNIE,TABAC,28350,SAINT-LUBIN-DES-JONCHERETS,Ordinaire permanent
6011,LE LIVRE ET LA PLUME,CENTRE CIAL ST JEAN,TABAC,28400,NOGENT-LE-ROTROU,Ordinaire permanent
6012,BAR DES SPORTS,11 R DE PATAY,TABAC,28360,DAMMARIE,Ordinaire permanent
6013,CAFƒ DE LA PLACE,1 PL DE L EGLISE,TABAC,28300,BAILLEAU-LEVEQUE,Ordinaire permanent
6014,TABAC - PRESSE - PLEIN SUD,18 bd de l'Europe,TABAC,28500,VERNOUILLET,Ordinaire permanent
6015,LE MARGON,26 R DE L ARCISSE,TABAC,28400,MARGON,Ordinaire permanent
6016,MOTEL DU PƒAGE,Le PŽage,TABAC,28170,SERAZEREUX,Ordinaire permanent
6017,LE PONANT,13 QUAI JEAN JAURES,TABAC,29770,AUDIERNE,Ordinaire permanent
6018,CAFE DES SPORTS,5 QUAI ANATOLE FRANCE,TABAC,29770,AUDIERNE,Ordinaire permanent
6019,,7 PL DE LA REPUBLIQUE,TABAC,29770,AUDIERNE,Ordinaire permanent
6020,,14 RUE NATIONALE,TABAC,29380,BANNALEC,Ordinaire permanent
6021,LA TERRASSE,5 BIS RUE DE LA GARE,TABAC,29380,BANNALEC,Ordinaire permanent
6022,TAVERN SANT-JAKEZ,12 RUE DES CHæNES,SAINT JACQUES,29380,BANNALEC,Ordinaire permanent
6023,LE TALLYMOUSS,254 RUE JEAN MARIE CARER,TABAC,29300,BAYE,Ordinaire permanent
6024,CHEZ CONCEP,10 rue des MONTS D'ARREE,TABAC,29690,BERRIEN,Ordinaire permanent
6025,PUB MAC LAUGHLIN'S,PLACE DE LA MAIRIE,TABAC,29790,BEUZEC-CAP-SIZUN,Ordinaire permanent
6026,LE CAP HORN,15  rue PROSPER SALAUN,TABAC,29820,BOHARS,Ordinaire permanent
6027,,LA CROIX CASSEE,CARREFOUR D42 ET D785,29690,BOTMEUR,Ordinaire permanent
6028,LE MEHARI'S,10 Rue de l'Aber Ildut,TABAC,29810,BRELES,Ordinaire permanent
6029,,2 R GENERAL PAULET,TABAC,29200,BREST,Ordinaire permanent
6030,LE CAP HORN,2 RUE DE KERROS,TABAC,29200,BREST,Ordinaire permanent
6031,LE LONGCHAMP,45 RUE DU CHATEAU,TABAC,29200,BREST,Ordinaire permanent
6032,LE GALION,77 RUE JEAN MACE,TABAC,29200,BREST,Ordinaire permanent
6033,BAR HOTEL DU MUSƒE,1 RUE DUCOUèDIC,TABAC,29200,BREST,Ordinaire permanent
6034,LE METRO,48 R H BERLIOZ,TABAC,29200,BREST,Ordinaire permanent
6035,LE LAFAYETTE,22 R DE SIAM,TABAC,29200,BREST,Ordinaire permanent
6036,,31 R DU PROF LANGEVIN,TABAC,29200,BREST,Ordinaire permanent
6037,LE VICTOR HUGO,48 R VICTOR HUGO,TABAC,29200,BREST,Ordinaire permanent
6038,,7 R FREZIER,TABAC,29200,BREST,Ordinaire permanent
6039,LE DIPLOMATE,1 RUE AMIRAL REVEILLERE,TABAC,29200,BREST,Ordinaire permanent
6040,LE VOLTAIRE,18 RUE VOLTAIRE,TABAC,29200,BREST,Ordinaire permanent
6041,LE CAFE DE LA PLACE,70 RUE JULES GUESDE,TABAC,29200,BREST,Ordinaire permanent
6042,L'EFFET MER,36 QUAI DE LA DOUANE,TABAC,29200,BREST,Ordinaire permanent
6043,,5 rue de la RŽunion,TABAC,29200,BREST,Ordinaire permanent
6044,LE BALTO,121 R JEAN JAURES,TABAC,29200,BREST,Ordinaire permanent
6045,,57 R DE LA PORTE,TABAC,29200,BREST,Ordinaire permanent
6046,LE FLASH,85 RUE DU GƒNƒRAL GALLIENI,TABAC,29200,BREST,Ordinaire permanent
6047,,29 R LOUIS PASTEUR,TABAC,29200,BREST,Ordinaire permanent
6048,BREST MæM,33 RUE SAINT MARC,TABAC,29200,BREST,Ordinaire permanent
6049,,28 R ALGESIRAS,TABAC,29200,BREST,Ordinaire permanent
6050,,31 R NAVARIN,TABAC,29200,BREST,Ordinaire permanent
6051,L'EQUIPAGE,6 RUE DU 2me R.I.C.,TABAC,29200,BREST,Ordinaire permanent
6052,LE NEMROD,13 R DE L'HARTELOIRE,TABAC,29200,BREST,Ordinaire permanent
6053,LA CHOPE,25 AV CLEMENCEAU,TABAC,29200,BREST,Ordinaire permanent
6054,,98 AV DE L ECOLE NAVALE,TABAC,29200,BREST,Ordinaire permanent
6055,BAR BRASSERIE LA PRESQU'ILE,10 QUAI DE LA DOUANE,TABAC,29200,BREST,Ordinaire permanent
6056,LE PENALTY,35 ROUTE DE QUIMPER,TABAC,29200,BREST,Ordinaire permanent
6057,LE SIAM,31 RUE DE SIAM,TABAC,29200,BREST,Ordinaire permanent
6058,LE CENTRAL,41 RUE DE LYON,TABAC,29200,BREST,Ordinaire permanent
6059,L'INSULAIRE,51 RUE DE LYON,TABAC,29200,BREST,Ordinaire permanent
6060,LE PACHA,2 RUE BOUILLON,TABAC,29200,BREST,Ordinaire permanent
6061,LE CAMPANELLA,6 R DANTON,TABAC,29200,BREST,Ordinaire permanent
6062,LE DJANGO,22 RUE FRANCHET D ESPEREY,TABAC,29200,BREST,Ordinaire permanent
6063,LE MARCO,103 rue de SIAM,TABAC,29200,BREST,Ordinaire permanent
6064,L'ANTRE 2,42 RUE YVES COLLET,TABAC,29200,BREST,Ordinaire permanent
6065,LE CENTRE,27 RUE JEAN JAURES,TABAC,29200,BREST,Ordinaire permanent
6066,LE 7éME ART,66 R DE LA PORTE,TABAC,29200,BREST,Ordinaire permanent
6067,,8 place du 19Žme RŽgiment d'Infanterie ,TABAC GARE SNCF,29200,BREST,SpŽcial
6068,QUAI12,12 R JULES GUESDE,TABAC,29200,BREST,Ordinaire permanent
6069,,2 RUE FRANCOIS FOUQUAT,TABAC,29200,BREST,Ordinaire permanent
6070,LA ROTONDE,61 R GUYNEMER,TABAC,29200,BREST,Ordinaire permanent
6071,AU XVIII,18 RUE DE LA VICTOIRE,TABAC,29510,BRIEC,Ordinaire permanent
6072,,1 AV  DU GAL DE GAULLE,TABAC,29890,BRIGNOGAN-PLAGES,Ordinaire permanent
6073,LA CHALOUPE,7 PLACE CHARLES DE GAULLE,TABAC,29570,CAMARET-SUR-MER,Ordinaire permanent
6074,LES ONDES,1  ave des Franais Libres -CREACHCAOUET,TABAC,29660,CARANTEC,Ordinaire permanent
6075,LA MAISON DU FUMEUR,13 RUE BRIZEUX,TABAC,29270,CARHAIX-PLOUGUER,Ordinaire permanent
6076,LE GLENN,6 RUE DES MARTYRS,TABAC,29270,CARHAIX-PLOUGUER,Ordinaire permanent
6077,LE LONGCHAMP,46 RUE VICTOR HUGO,TABAC,29270,CARHAIX-PLOUGUER,Ordinaire permanent
6078,LE WELCOME,48 AVENUE DU GENERAL DE GAULLE,TABAC,29270,CARHAIX-PLOUGUER,Ordinaire permanent
6079,,8 PL DU MARCHE,TABAC,29150,CHATEAULIN,Ordinaire permanent
6080,LE VINCENNES,16 QUAI CARNOT,TABAC,29150,CHATEAULIN,Ordinaire permanent
6081,,12 QU CHARLES DE GAULLE,TABAC,29150,CHATEAULIN,Ordinaire permanent
6082,L'ARLEQUIN,1 QUAI COSMAO,TABAC,29150,CHATEAULIN,Ordinaire permanent
6083,LE CHIQUITO,13 PLACE DE LA RESISTANCE,TABAC,29520,CHATEAUNEUF-DU-FAOU,Ordinaire permanent
6084,CHEZ JEANNINE,LE BOURG,TABAC,29770,CLEDEN-CAP-SIZUN,Ordinaire permanent
6085,CHEZ YANN,3. place de l'EGLISE,TABAC,29270,CLEDEN-POHER,Ordinaire permanent
6086,LE STERED MOR,6 R DE L ARMORIQUE,TABAC,29233,CLEDER,Ordinaire permanent
6087,LES EMBRUNS,1 PLACE DU PORT - KERFISSIEN,TABAC,29233,CLEDER,Ordinaire permanent
6088,CAFE DE LA PLAGE,6 rue des GRANDS SABLES - LE POULDU,TABAC,29360,CLOHARS-CARNOET,Ordinaire permanent
6089,LE DRENNEC,45 ROUTE DE LA CHAPELLE,TABAC,29950,CLOHARS-FOUESNANT,Ordinaire permanent
6090,LA TABATIERE,2 RUE DE LA FORGE,TABAC,29870,COAT-MEAL,Ordinaire permanent
6091,LE SIROCCO,BOURG,TABAC,29120,COMBRIT,Ordinaire permanent
6092,LE VOLTIGEUR,2 RUE NEUVE,TABAC,29900,CONCARNEAU,Ordinaire permanent
6093,LA COURSIVE,76 AVENUE  DE LA GARE,TABAC,29900,CONCARNEAU,Ordinaire permanent
6094,LE CABESTAN,3 AVENUE  DU DOCTEUR NICOLAS,TABAC,29900,CONCARNEAU,Ordinaire permanent
6095,LES EMBRUNS,11 RUE DUMONT D URVILLE,TABAC,29900,CONCARNEAU,Ordinaire permanent
6096,LE JEAN BART,2 AVENUE  ALAIN LE LAY,TABAC,29900,CONCARNEAU,Ordinaire permanent
6097,,21 Rue DE COURCY,TABAC,29900,CONCARNEAU,Ordinaire permanent
6098,LE GRAND BLEU,8 RUE DES SABLES BLANCS,TABAC,29900,CONCARNEAU,Ordinaire permanent
6099,LES GLENAN,LE POTEAU VERT,TABAC,29900,CONCARNEAU,Ordinaire permanent
6100,LES CAVES CONQUETOISES,18 RUE PONCELIN,TABAC,29217,LE-CONQUET,Ordinaire permanent
6101,TONNERRE DE BRESSE,1 Rue DE LA FONTAINE,MORGAT,29160,CROZON,Ordinaire permanent
6102,,35 QUAI DU FRET,TABAC,29160,CROZON,Ordinaire permanent
6103,LE CALYPSO,11 RUE DE POULPATRE,TABAC,29160,CROZON,Ordinaire permanent
6104,CAFE DE LA FORGE CHEZ DAN ET DD,1 route de BREST,TAL AR GROAS,29160,CROZON,Ordinaire permanent
6105,,9 RUE DE REIMS,TABAC,29160,CROZON,Ordinaire permanent
6106,,3 R DE L EGLISE,TABAC,29460,DIRINON,Ordinaire permanent
6107,MAISON DE LA PRESSE,35 rue VOLTAIRE,TABAC,29100,DOUARNENEZ,Ordinaire permanent
6108,L'OCEANIDE,23 QU DU GRAND PORT,TABAC,29100,DOUARNENEZ,Ordinaire permanent
6109,LA CIVETTE,36 R DUGUAY TROUIN,TABAC,29100,DOUARNENEZ,Ordinaire permanent
6110,,1 PL J LE GOUIL,TABAC,29100,DOUARNENEZ,Ordinaire permanent
6111,LE PONANT,12 RUE JEAN JAURES,TABAC,29100,DOUARNENEZ,Ordinaire permanent
6112,LE DRUGSTORE,41 QUAI DE L YSER,TABAC,29100,DOUARNENEZ,Ordinaire permanent
6113,LA MARINE,3 QUAI DE L YSER,TABAC,29100,DOUARNENEZ,Ordinaire permanent
6114,,38 R DES SABLES BLANCS,TABAC,29100,DOUARNENEZ,Ordinaire permanent
6115,,59 R JEAN JAURES,TABAC,29100,DOUARNENEZ,Ordinaire permanent
6116,,69 R LOUIS PASTEUR,TABAC,29100,DOUARNENEZ,Ordinaire permanent
6117,CAFE DES SPORTS,5 PLACE DE L'EGLISE,TABAC,29860,LE-DRENNEC,Ordinaire permanent
6118,LA BASCULE,2 RUE PIERRE LOTI,TABAC,29370,ELLIANT,Ordinaire permanent
6119,LE P'TIT ERGUE,7 AVENUE  GEORGES POMPIDOU,TABAC,29000,QUIMPER,Ordinaire permanent
6120,,14 B AV DE LA LIBERATION,TABAC,29000,QUIMPER,Ordinaire permanent
6121,,128 AV DE LA LIBERATION,TABAC,29000,QUIMPER,Ordinaire permanent
6122,LE DEAN,63 RUE LE DEAN,TABAC,29000,QUIMPER,Ordinaire permanent
6123,LE CLUB,PL DE L EGLISE,TABAC,29500,ERGUE-GABERIC,Ordinaire permanent
6124,,LESTONAN,TABAC,29500,ERGUE-GABERIC,Ordinaire permanent
6125,BAR LES CAPISTES,36 RUE LAENNEC,TABAC,29770,ESQUIBIEN,Ordinaire permanent
6126,LE CAFE DU CENTRE,5 PL AUX FOIRES,TABAC,29580,LE-FAOU,Ordinaire permanent
6127,LE DONEGAL,7 ROUTE DE LANDERNEAU,TABAC,29580,LE-FAOU,Ordinaire permanent
6128,O'TEMPS LIBRE,BOURG,TABAC,29690,LA-FEUILLEE,Ordinaire permanent
6129,,15 rue de la Croix Rouge,TABAC,29260,LE-FOLGOET,Ordinaire permanent
6130,CAFE DE LA GARE,LA GARE,TABAC,29800,LA-FOREST-LANDERNEAU,Ordinaire permanent
6131,L'ESCALE,2 route de KERSTRAD,TABAC,29940,LA-FORET-FOUESNANT,Ordinaire permanent
6132,,29 R DES GLENAN,BEG MEIL TABAC,29170,FOUESNANT,Ordinaire permanent
6133,LE WELCOME,12  rue de MORLAIX,TABAC,29610,GARLAN,Ordinaire permanent
6134,LE COLIBRI,8 ROUTE DE BENODET,TABAC,29950,GOUESNACH,Ordinaire permanent
6135,,13 R DE LA GARE,TABAC,29850,GOUESNOU,Ordinaire permanent
6136,LE ROYAL,7 PLACE DES FUSILLES,TABAC,29850,GOUESNOU,Ordinaire permanent
6137,A COTƒ,Le Bourg,TABAC,29890,GOULVEN,Ordinaire permanent
6138,LE BUNNY,7 RUE DE LA MAIRIE,TABAC,29180,GUENGAT,Ordinaire permanent
6139,,14 rue du Dr QUERE,TABAC,29650,GUERLESQUIN,Ordinaire permanent
6140,LE DIVIN,6 PLACE DE L EGLISE,TABAC,29410,GUICLAN,Ordinaire permanent
6141,LE FLASH,57 RUE CHARLES DE GAULLE,TABAC,29820,GUILERS,Ordinaire permanent
6142,LA TAVERNE DES RENARDS,10 HENT KREIZ AR VOURC'H - LE BOURG,TABAC,29710,GUILER-SUR-GOYEN,Ordinaire permanent
6143,,BOURG,TABAC,29620,GUIMAEC,Ordinaire permanent
6144,,12 R DE BREST,TABAC,29490,GUIPAVAS,Ordinaire permanent
6145,LE TRISKELL,18 RUE DE PARIS,TABAC,29490,GUIPAVAS,Ordinaire permanent
6146,L'OASIS,19 RUE DU CROISSANT,TABAC,29670,HENVIC,Ordinaire permanent
6147,LA GABARE,62 RUE EMILE SALAUN,TABAC,29460,HOPITAL-CAMFROUT,Ordinaire permanent
6148,,12 PL A BRIAND,TABAC,29690,HUELGOAT,Ordinaire permanent
6149,LE TY BAR DO,LE VENOC,TABAC,29253,ILE-DE-BATZ,Ordinaire permanent
6150,LE MALAMOCK,9 PLACE DE LA CALE,TABAC,29980,ILE-TUDY,Ordinaire permanent
6151,LE CONNEMARA,2 ROUTE DE LANDERNEAU,TABAC,29460,IRVILLAC,Ordinaire permanent
6152,AU BAS DE KERF.,7 AV  DE LA FRANCE LIBRE,TABAC,29000,QUIMPER,Ordinaire permanent
6153,HALLE DIS,21 rue SEBASTIEN LE BALP,TABAC,29270,KERGLOFF,Ordinaire permanent
6154,,16 R COTE DES LEGENDES,TABAC,29890,KERLOUAN,Ordinaire permanent
6155,L'HERMINE,2 RUE DE L'IF,TABAC,29260,KERNILIS,Ordinaire permanent
6156,LE TENNESSY,3 route de la c™te des lŽgendes,TABAC,29260,KERNOUES,Ordinaire permanent
6157,LA GARGOULETTE,1 route de PLABENNEC,TABAC,29860,KERSAINT-PLABENNEC,Ordinaire permanent
6158,LE STELLA,2 PL DES FFI,TABAC,29200,BREST,Ordinaire permanent
6159,,22 R DE GLASGOW,TABAC,29200,BREST,Ordinaire permanent
6160,,47 R A KERVERN,TABAC,29200,BREST,Ordinaire permanent
6161,LE SCORE,3 PL DES FFI,TABAC,29200,BREST,Ordinaire permanent
6162,LE BACCHUS,249 R JEAN JAURES,TABAC,29200,BREST,Ordinaire permanent
6163,,127 R DE ROBESPIERRE,TABAC,29200,BREST,Ordinaire permanent
6164,LE REINITAS,157 RUE DU GENERAL PAULET,TABAC,29200,BREST,Ordinaire permanent
6165,,64 BIS RUE DU CDT DROGOU,TABAC,29200,BREST,Ordinaire permanent
6166,LA VILETTE,52 RUE ROBESPIERRE,TABAC,29200,BREST,Ordinaire permanent
6167,LE PARIS DAKAR,87 RUE ALBERT LOUPPE,TABAC,29200,BREST,Ordinaire permanent
6168,,4 PLACE DE L EGLISE,TABAC,29400,LAMPAUL-GUIMILIAU,Ordinaire permanent
6169,BAR DE L'ENCLOS,2 PL DE L EGLISE,TABAC,29400,LAMPAUL-GUIMILIAU,Ordinaire permanent
6170,L'ASTERIE,BOURG,TABAC,29830,LAMPAUL-PLOUDALMEZEAU,Ordinaire permanent
6171,LE DIVALO,1 PLACE DE L'EUROPE,TABAC,29870,LANDEDA,Ordinaire permanent
6172,CAFE DU PORT,180 AR PALUD,TABAC,29870,LANDEDA,Ordinaire permanent
6173,,BOURG,TABAC,29530,LANDELEAU,Ordinaire permanent
6174,,47 R FONTAINE BLANCHE,TABAC,29800,LANDERNEAU,Ordinaire permanent
6175,LE CELTIC,30 R FONTAINE BLANCHE,TABAC,29800,LANDERNEAU,Ordinaire permanent
6176,LE SAINT THOMAS,2 PLACE SAINT THOMAS,TABAC,29800,LANDERNEAU,Ordinaire permanent
6177,,6 R DE BREST,TABAC,29800,LANDERNEAU,Ordinaire permanent
6178,,46 QU DU LEON,TABAC,29800,LANDERNEAU,Ordinaire permanent
6179,LE BROCELIANDE,15 Rue AMIRAL ROMAIN DESFOSSES,TABAC,29800,LANDERNEAU,Ordinaire permanent
6180,LE NARVAL,12 PLACE DU GENERAL DE GAULLE,TABAC,29800,LANDERNEAU,Ordinaire permanent
6181,LA BASCULE,48 RUE HERVE DE GUEBRIANT,TABAC,29800,LANDERNEAU,Ordinaire permanent
6182,,GARE SNCF VESTIBULE,TABAC,29800,LANDERNEAU,SpŽcial
6183,,12 R GENERAL MANGIN,TABAC,29400,LANDIVISIAU,Ordinaire permanent
6184,LE BRAZZA,24 RUE DU GENERAL DE GAULLE,TABAC,29400,LANDIVISIAU,Ordinaire permanent
6185,,1 R JOSEPH PINVIDIC,TABAC,29400,LANDIVISIAU,Ordinaire permanent
6186,,6 place Per Briand,TABAC,29510,LANDUDAL,Ordinaire permanent
6187,L'OCEAN,18 bd de l'OcŽan,PORT D-ARGENTON - TABAC,29840,LANDUNVEZ,Ordinaire permanent
6188,,12 ROUTE DE QUIMPER,TABAC,29510,LANGOLEN,Ordinaire permanent
6189,LE KANASTELL,grand place,TABAC,29430,LANHOUARNEAU,Ordinaire permanent
6190,L'AUBERGE DE LA MER,28 ROUTE DE L'ABER ILDUT,TABAC,29840,LANILDUT,Ordinaire permanent
6191,,2 R DU COUVENT,TABAC,29870,LANNILIS,Ordinaire permanent
6192,L'ARMORIQUE CAFE,9 R DU DOCTEUR MORVAN,TABAC,29870,LANNILIS,Ordinaire permanent
6193,,196 rue de LANRIEC,TABAC,29900,CONCARNEAU,Ordinaire permanent
6194,,1 RUE DU ROUZ,TABAC,29900,CONCARNEAU,Ordinaire permanent
6195,LE SUFFREN,102 Rue DE TREGUNC,TABAC,29900,CONCARNEAU,Ordinaire permanent
6196,,BOURG,TABAC,29290,LANRIVOARE,Ordinaire permanent
6197,,BOURG,TABAC,29520,LAZ,Ordinaire permanent
6198,LENNON'S BAR,3 PLACE DE L'EGLISE,TABAC,29190,LENNON,Ordinaire permanent
6199,,19 R SAINT ESPRIT,TABAC,29260,LESNEVEN,Ordinaire permanent
6200,LA GITANE,2 R DE LA MARNE,TABAC,29260,LESNEVEN,Ordinaire permanent
6201,,12 PL DU GENERAL LEFLO,TABAC,29260,LESNEVEN,Ordinaire permanent
6202,,16 PL DU GENERAL LEFLO,TABAC,29260,LESNEVEN,Ordinaire permanent
6203,TY MONIG,7 PLACE DE L'EGLISE,TABAC,29390,LEUHAN,Ordinaire permanent
6204,LE FUN BOARD,Place de la Mairie,TABAC,29280,LOCMARIA-PLOUZANE,Ordinaire permanent
6205,,PL DU PORT,TABAC,29241,LOCQUIREC,Ordinaire permanent
6206,LE NEPTUNE,34 RUE DU PORT,TABAC,29750,LOCTUDY,Ordinaire permanent
6207,LE CELTIC,5 rue ARMOR,TABAC,29460,LOGONNA-DAOULAS,Ordinaire permanent
6208,LE PEGASE,9  rue  Saint SALOMON,TABAC,29800,LA-MARTYRE,Ordinaire permanent
